Protein IDs,Majority_protein_IDs,Protein names,Gene names,Fasta headers,APC1-1,APC1-2,APC1-3,BRE2-1,BRE2-2,BRE2-3,BY4741-1,BY4741-2,BY4741-3,CCR4-1,CCR4-2,CCR4-3,NOT3-1,NOT3-2,NOT3-3,ORM1-1,ORM1-2,ORM1-3,ORM2-1,ORM2-2,ORM2-3
P40462,P40462,Protein TMA108,TMA108,>sp|P40462|TM108_YEAST Protein TMA108 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TMA108 PE=1 SV=1,2,2,1,2,2,1,3,1,1,2,3,2,2,3,1,0,1,0,0,0,1
P40466,P40466,Fork head protein homolog 1,FKH1,>sp|P40466|FKH1_YEAST Fork head protein homolog 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FKH1 PE=1 SV=1,1,0,0,4,3,3,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0
P40467,P40467,Activator of stress genes 1,ASG1,>sp|P40467|ASG1_YEAST Activator of stress genes 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ASG1 PE=1 SV=1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P40468,P40468,Cell morphogenesis protein PAG1,TAO3,>sp|P40468|TAO3_YEAST Cell morphogenesis protein PAG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TAO3 PE=1 SV=1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
P40470,P40470,Regulator of rDNA transcription protein 14,RRT14,>sp|P40470|RRT14_YEAST Regulator of rDNA transcription protein 14 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RRT14 PE=1 SV=1,0,0,1,2,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
P40471,P40471,NADPH-dependent 1-acyldihydroxyacetone phosphate reductase,AYR1,>sp|P40471|AYR1_YEAST NADPH-dependent 1-acyldihydroxyacetone phosphate reductase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AYR1 PE=1 SV=1,1,0,2,4,1,1,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0
P40474,P40474,Quinidine resistance protein 2,QDR2,>sp|P40474|QDR2_YEAST Quinidine resistance protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=QDR2 PE=1 SV=1,0,0,0,0,1,2,1,1,1,1,1,0,1,1,1,2,0,1,2,1,2
P40477,P40477,Nucleoporin NUP159,NUP159,>sp|P40477|NU159_YEAST Nucleoporin NUP159 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NUP159 PE=1 SV=1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P40480,P40480,Protein HOS4,HOS4,>sp|P40480|HOS4_YEAST Protein HOS4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HOS4 PE=1 SV=1,0,0,0,1,0,1,2,2,1,0,0,1,0,0,1,0,0,0,0,0,0
P40481,P40481,Histidine protein methyltransferase 1,HPM1,>sp|P40481|HPM1_YEAST Histidine protein methyltransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HPM1 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P40482,P40482,Protein transport protein SEC24,SEC24,>sp|P40482|SEC24_YEAST Protein transport protein SEC24 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC24 PE=1 SV=1,2,3,4,11,8,4,9,5,4,4,4,2,4,5,2,4,2,4,5,2,4
P40484,P40484,DBF2 kinase activator protein MOB1,MOB1,>sp|P40484|MOB1_YEAST DBF2 kinase activator protein MOB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MOB1 PE=1 SV=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P40485,P40485,"Phosphatidylinositol 4,5-bisphosphate-binding protein SLM1",SLM1,">sp|P40485|SLM1_YEAST Phosphatidylinositol 4,5-bisphosphate-binding protein SLM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SLM1 PE=1 SV=1",3,3,3,2,2,3,3,2,3,3,2,2,2,1,2,2,2,4,2,2,2
P40486,P40486,Protein SHQ1,SHQ1,>sp|P40486|SHQ1_YEAST Protein SHQ1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SHQ1 PE=1 SV=1,9,1,4,2,3,2,2,1,2,5,2,3,2,0,2,1,0,1,1,0,0
P40487,P40487,Diphthamide biosynthesis protein 1,DPH1,>sp|P40487|DPH1_YEAST Diphthamide biosynthesis protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DPH1 PE=1 SV=1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
P40493,P40493,UPF0617 protein YIL096C,YIL096C,>sp|P40493|YIJ6_YEAST UPF0617 protein YIL096C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YIL096C PE=1 SV=1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
P40494,P40494,Actin-regulating kinase PRK1,PRK1,>sp|P40494|PRK1_YEAST Actin-regulating kinase PRK1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRK1 PE=1 SV=1,1,1,2,1,1,2,0,0,0,1,1,2,0,1,1,1,0,0,0,1,0
P40495,P40495,"Homoisocitrate dehydrogenase, mitochondrial",LYS12,">sp|P40495|LYS12_YEAST Homoisocitrate dehydrogenase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LYS12 PE=1 SV=1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P40496,P40496,"37S ribosomal protein S25, mitochondrial",RSM25,">sp|P40496|RT25_YEAST 37S ribosomal protein S25, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RSM25 PE=1 SV=1",0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
P40498,P40498,U3 small nucleolar RNA-associated protein 25,UTP25,>sp|P40498|UTP25_YEAST U3 small nucleolar RNA-associated protein 25 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UTP25 PE=1 SV=1,5,3,3,2,2,1,2,2,2,3,1,3,3,4,2,0,0,0,0,0,1
P40505,P40505,Transcriptional regulatory protein SDS3,SDS3,>sp|P40505|SDS3_YEAST Transcriptional regulatory protein SDS3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SDS3 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P40507,P40507,Protein AIR1,AIR1,>sp|P40507|AIR1_YEAST Protein AIR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AIR1 PE=1 SV=1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
P40509,P40509,Coatomer subunit epsilon,SEC28,>sp|P40509|COPE_YEAST Coatomer subunit epsilon OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC28 PE=1 SV=2,0,0,0,0,0,0,1,0,0,1,1,2,1,2,0,0,0,0,0,0,0
P40510,P40510,D-3-phosphoglycerate dehydrogenase 2,SER33,>sp|P40510|SER33_YEAST D-3-phosphoglycerate dehydrogenase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SER33 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P40513,P40513,Mitochondrial acidic protein MAM33,MAM33,>sp|P40513|MAM33_YEAST Mitochondrial acidic protein MAM33 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MAM33 PE=1 SV=1,0,0,0,1,1,1,1,1,1,1,2,2,0,1,1,0,0,0,0,0,0
P40517,P40517,Ran-specific GTPase-activating protein 2,YRB2,>sp|P40517|YRB2_YEAST Ran-specific GTPase-activating protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YRB2 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P40531,P40531,Protein GVP36,GVP36,>sp|P40531|GVP36_YEAST Protein GVP36 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GVP36 PE=1 SV=1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P40541,P40541,Cohesin subunit SCC3,IRR1,>sp|P40541|SCC3_YEAST Cohesin subunit SCC3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=IRR1 PE=1 SV=1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
P40548,P40548,HSP70 co-chaperone SNL1,SNL1,>sp|P40548|SNL1_YEAST HSP70 co-chaperone SNL1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SNL1 PE=1 SV=1,0,0,1,3,4,2,4,3,4,2,1,0,0,0,0,0,0,1,1,2,2
P40553,P40553,Peroxiredoxin DOT5,DOT5,>sp|P40553|DOT5_YEAST Peroxiredoxin DOT5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DOT5 PE=1 SV=1,2,1,2,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
P40557,P40557,ER-retained PMA1-suppressing protein 1,EPS1,>sp|P40557|EPS1_YEAST ER-retained PMA1-suppressing protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=EPS1 PE=1 SV=1,1,0,1,2,3,3,2,2,4,4,3,3,1,3,1,1,0,1,1,1,2
P40559,P40559,"Phosphatidylinositol 4,5-bisphosphate 5-phosphatase INP51",INP51,">sp|P40559|INP51_YEAST Phosphatidylinositol 4,5-bisphosphate 5-phosphatase INP51 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=INP51 PE=1 SV=1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
P40562,P40562,ATP-dependent DNA helicase MPH1,MPH1,>sp|P40562|MPH1_YEAST ATP-dependent DNA helicase MPH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MPH1 PE=1 SV=1,0,0,0,3,2,1,2,0,1,0,1,0,1,0,1,1,0,0,1,0,0
P40577,P40577,Anaphase-promoting complex subunit MND2,MND2,>sp|P40577|MND2_YEAST Anaphase-promoting complex subunit MND2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MND2 PE=1 SV=1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P40693,P40693,Ribosome biogenesis protein RLP7,RLP7,>sp|P40693|RLP7_YEAST Ribosome biogenesis protein RLP7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RLP7 PE=1 SV=1,6,6,7,9,6,5,6,5,4,5,5,6,5,9,9,10,2,8,7,6,5
P40825-2;P40825,P40825-2,"Alanine--tRNA ligase, mitochondrial",ALA1,">sp|P40825-2|SYA_YEAST Isoform Cytoplasmic of Alanine--tRNA ligase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ALA1;>sp|P40825|SYA_YEAST Alanine--tRNA ligase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S2",10,6,13,14,12,11,11,10,7,11,9,11,7,10,7,4,4,5,7,6,5
P40850,P40850,Protein MKT1,MKT1,>sp|P40850|MKT1_YEAST Protein MKT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MKT1 PE=1 SV=2,0,0,0,2,0,2,3,2,2,1,1,0,0,1,0,0,0,1,0,0,0
P40851,P40851,Putative protease AXL1,AXL1,>sp|P40851|AXL1_YEAST Putative protease AXL1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AXL1 PE=1 SV=2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P40856,P40856,SIT4-associating protein SAP185,SAP185,>sp|P40856|SA185_YEAST SIT4-associating protein SAP185 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SAP185 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P40858,P40858,"54S ribosomal protein L49, mitochondrial",MRPL49,">sp|P40858|RN49_YEAST 54S ribosomal protein L49, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MRPL49 PE=1 SV=2",1,0,1,1,1,1,2,2,1,2,1,1,1,1,0,1,1,1,1,1,1
P40956,P40956,Protein GTS1,GTS1,>sp|P40956|GTS1_YEAST Protein GTS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GTS1 PE=1 SV=2,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
P40961,P40961,Prohibitin-1,PHB1,>sp|P40961|PHB1_YEAST Prohibitin-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PHB1 PE=1 SV=2,2,2,2,1,1,1,1,2,2,2,3,2,1,2,2,3,1,2,3,2,4
P40963,P40963,Histone acetyltransferase SAS2,SAS2,>sp|P40963|SAS2_YEAST Histone acetyltransferase SAS2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SAS2 PE=1 SV=1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
P40968,P40968,Pre-mRNA-processing factor 17,CDC40,>sp|P40968|PRP17_YEAST Pre-mRNA-processing factor 17 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CDC40 PE=1 SV=2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P40970,P40970,Serine palmitoyltransferase 2,LCB2,>sp|P40970|LCB2_YEAST Serine palmitoyltransferase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LCB2 PE=1 SV=1,3,2,2,3,3,4,4,3,2,2,1,1,2,2,2,1,0,1,1,0,0
P40971,P40971,Lysine biosynthesis regulatory protein LYS14,LYS14,>sp|P40971|LYS14_YEAST Lysine biosynthesis regulatory protein LYS14 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LYS14 PE=1 SV=2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P40986,P40986,Cell division control protein 1,CDC1,>sp|P40986|CDC1_YEAST Cell division control protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CDC1 PE=1 SV=2,5,1,3,3,3,5,9,6,3,1,2,3,2,2,1,6,3,4,5,4,3
P40989,P40989,"1,3-beta-glucan synthase component GSC2",GSC2,">sp|P40989|FKS2_YEAST 1,3-beta-glucan synthase component GSC2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GSC2 PE=1 SV=2",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
P40991,P40991,Putative ribosomal RNA methyltransferase Nop2,NOP2,>sp|P40991|NOP2_YEAST Putative ribosomal RNA methyltransferase Nop2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NOP2 PE=1 SV=1,23,18,24,20,25,24,22,23,20,19,21,20,23,22,17,19,15,18,19,19,18
P41056,P41056,60S ribosomal protein L33-B,RPL33B,>sp|P41056|RL33B_YEAST 60S ribosomal protein L33-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL33B PE=1 SV=2,4,2,4,5,5,4,5,4,4,4,4,4,5,6,5,1,2,3,2,1,2
P41057,P41057,40S ribosomal protein S29-A,RPS29A,>sp|P41057|RS29A_YEAST 40S ribosomal protein S29-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS29A PE=1 SV=3,2,0,1,3,2,3,3,3,2,1,0,0,0,0,0,1,1,1,1,1,2
P41058,P41058,40S ribosomal protein S29-B,RPS29B,>sp|P41058|RS29B_YEAST 40S ribosomal protein S29-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS29B PE=1 SV=3,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0
P41277,P41277,(DL)-glycerol-3-phosphatase 1,RHR2,>sp|P41277|GPP1_YEAST (DL)-glycerol-3-phosphatase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RHR2 PE=1 SV=3,3,0,2,4,2,3,1,2,2,2,2,1,1,3,2,3,1,2,2,3,2
P41318,P41318,Target of rapamycin complex subunit LST8,LST8,>sp|P41318|LST8_YEAST Target of rapamycin complex subunit LST8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LST8 PE=1 SV=1,0,0,1,0,0,2,0,1,1,1,1,1,1,0,2,0,0,1,1,1,0
P41338,P41338,Acetyl-CoA acetyltransferase,ERG10,>sp|P41338|THIL_YEAST Acetyl-CoA acetyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ERG10 PE=1 SV=3,0,0,0,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
P41543,P41543,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,OST1,>sp|P41543|OST1_YEAST Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=OST1 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
P41697,P41697,Bud site selection protein 6,BUD6,>sp|P41697|BUD6_YEAST Bud site selection protein 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BUD6 PE=1 SV=1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
P41805,P41805,60S ribosomal protein L10,RPL10,>sp|P41805|RL10_YEAST 60S ribosomal protein L10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL10 PE=1 SV=1,28,24,29,31,34,31,28,31,30,32,28,31,30,29,27,24,16,22,25,24,24
P41807,P41807,V-type proton ATPase subunit H,VMA13,>sp|P41807|VATH_YEAST V-type proton ATPase subunit H OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VMA13 PE=1 SV=1,2,1,2,2,2,3,1,1,3,0,0,0,1,3,1,2,0,1,2,1,2
P41810,P41810,Coatomer subunit beta,SEC26,>sp|P41810|COPB_YEAST Coatomer subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC26 PE=1 SV=2,14,4,12,14,10,11,12,10,13,11,9,8,8,12,10,5,1,7,5,7,6
P41811,P41811,Coatomer subunit beta,SEC27,>sp|P41811|COPB2_YEAST Coatomer subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC27 PE=1 SV=1,3,5,7,8,6,6,8,8,5,5,5,9,3,4,3,7,2,7,7,2,7
P41812,P41812,Ribonucleases P/MRP protein subunit POP1,POP1,>sp|P41812|POP1_YEAST Ribonucleases P/MRP protein subunit POP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=POP1 PE=1 SV=1,0,1,0,2,1,1,3,0,3,1,1,1,1,1,0,0,0,0,0,1,1
P41814,P41814,tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6,GCD10,>sp|P41814|TRM6_YEAST tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GCD10 PE=1 SV=1,0,0,0,1,1,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
P41819,P41819,Dimethyladenosine transferase,DIM1,>sp|P41819|DIM1_YEAST Dimethyladenosine transferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DIM1 PE=1 SV=1,3,0,2,3,3,4,3,4,4,1,3,2,2,3,4,1,2,2,1,1,1
P41832,P41832,Protein BNI1,BNI1,>sp|P41832|BNI1_YEAST Protein BNI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BNI1 PE=1 SV=3,0,1,1,3,4,3,0,1,0,1,4,2,1,2,2,1,0,0,0,0,1
P41895,P41895,Transcription initiation factor IIF subunit alpha,TFG1,>sp|P41895|T2FA_YEAST Transcription initiation factor IIF subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TFG1 PE=1 SV=2,4,1,4,5,8,8,5,8,7,3,2,3,2,2,6,5,2,6,6,7,6
P41896,P41896,Transcription initiation factor IIF subunit beta,TFG2,>sp|P41896|T2FB_YEAST Transcription initiation factor IIF subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TFG2 PE=1 SV=2,3,1,5,4,2,2,2,2,2,1,1,1,3,1,1,4,1,2,2,3,2
P41903,P41903,Peroxisomal acyl-coenzyme A thioester hydrolase 1,TES1,>sp|P41903|PTE1_YEAST Peroxisomal acyl-coenzyme A thioester hydrolase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TES1 PE=1 SV=1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1
P41910,P41910,Repressor of RNA polymerase III transcription MAF1,MAF1,>sp|P41910|MAF1_YEAST Repressor of RNA polymerase III transcription MAF1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MAF1 PE=1 SV=1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P41911,P41911,"Glycerol-3-phosphate dehydrogenase [NAD(+)] 2, mitochondrial",GPD2,">sp|P41911|GPD2_YEAST Glycerol-3-phosphate dehydrogenase [NAD(+)] 2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GPD2 PE=1 SV=2",1,1,4,4,2,3,1,2,0,2,2,4,0,1,2,1,1,1,1,2,1
P41920,P41920,Ran-specific GTPase-activating protein 1,YRB1,>sp|P41920|YRB1_YEAST Ran-specific GTPase-activating protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YRB1 PE=1 SV=1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
P41921,P41921,Glutathione reductase,GLR1,>sp|P41921|GSHR_YEAST Glutathione reductase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GLR1 PE=1 SV=2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P41939,P41939,Isocitrate dehydrogenase [NADP] cytoplasmic,IDP2,>sp|P41939|IDHC_YEAST Isocitrate dehydrogenase [NADP] cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=IDP2 PE=1 SV=2,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0
P41940,P41940,Mannose-1-phosphate guanyltransferase,PSA1,>sp|P41940|MPG1_YEAST Mannose-1-phosphate guanyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PSA1 PE=1 SV=2,5,2,5,9,9,9,9,10,10,1,3,2,2,3,4,3,5,4,3,5,7
P42073,P42073,RNA end formation protein 2,REF2,>sp|P42073|REF2_YEAST RNA end formation protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=REF2 PE=1 SV=2,1,0,2,1,0,3,2,2,1,2,1,3,3,1,1,1,0,1,1,1,1
P42223,P42223,Protein SBE2,SBE2,>sp|P42223|SBE2_YEAST Protein SBE2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SBE2 PE=1 SV=2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P42839,P42839,Low affinity vacuolar monovalent cation/H(+) antiporter,VNX1,>sp|P42839|VNX1_YEAST Low affinity vacuolar monovalent cation/H(+) antiporter OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VNX1 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P42842,P42842,Essential for maintenance of the cell wall protein 1,EMW1,>sp|P42842|EMW1_YEAST Essential for maintenance of the cell wall protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=EMW1 PE=1 SV=1,0,0,0,6,5,5,4,4,3,1,1,0,0,1,0,1,0,2,2,0,2
P42846,P42846,Protein KRI1,KRI1,>sp|P42846|KRI1_YEAST Protein KRI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=KRI1 PE=1 SV=1,5,4,7,6,7,6,8,9,10,8,5,9,6,4,9,7,2,9,9,11,8
P42847,P42847,"37S ribosomal protein S18, mitochondrial",MRPS18,">sp|P42847|RT18_YEAST 37S ribosomal protein S18, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MRPS18 PE=1 SV=2",1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
P42900,P42900,"Sigma-like sequence protein 1, mitochondrial",SLS1,">sp|P42900|SLS1_YEAST Sigma-like sequence protein 1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SLS1 PE=1 SV=1",0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
P42935,P42935,Elongator complex protein 2,ELP2,>sp|P42935|ELP2_YEAST Elongator complex protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ELP2 PE=1 SV=1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
P42940,P42940,Probable electron transfer flavoprotein subunit beta,CIR1,>sp|P42940|ETFB_YEAST Probable electron transfer flavoprotein subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CIR1 PE=1 SV=1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
P42943,P42943,T-complex protein 1 subunit eta,CCT7,>sp|P42943|TCPH_YEAST T-complex protein 1 subunit eta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CCT7 PE=1 SV=1,1,0,2,1,3,1,1,2,1,0,0,0,1,0,1,3,1,2,3,1,3
P42944,P42944,Protein GZF3,GZF3,>sp|P42944|GZF3_YEAST Protein GZF3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GZF3 PE=1 SV=1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P42945,P42945,U3 small nucleolar RNA-associated protein 10,UTP10,>sp|P42945|UTP10_YEAST U3 small nucleolar RNA-associated protein 10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UTP10 PE=1 SV=1,7,7,8,17,16,12,9,12,8,11,11,11,15,10,7,6,4,7,4,3,8
P43132,P43132,COMPASS component BRE2,BRE2,>sp|P43132|BRE2_YEAST COMPASS component BRE2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BRE2 PE=1 SV=2,0,0,0,10,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P43535,P43535,Protein GCN20,GCN20,>sp|P43535|GCN20_YEAST Protein GCN20 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GCN20 PE=1 SV=1,22,13,19,18,18,19,17,16,12,16,13,16,12,12,10,16,6,14,9,12,11
P43555,P43555,Protein EMP47,EMP47,>sp|P43555|EMP47_YEAST Protein EMP47 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=EMP47 PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
